"EVENTO","AREA/ZONA","CENTRO DE COSTO","ITEM","DESCRIPCION","NOTAS/OBSERVACIONES","IN-KIND?","AURORA 360?","QTY","UoM","CONTRATACION POR DIAS?","QTY DIAS","PRECIO UNITARIO","SUBTOTAL","VIA PRODUCTORA (AURORA 360)?","FEE INCL. EN COTIZACION?","FEE 20%","SUBTOTAL CON FEE","IVA","TOTAL","COTIZACION","IMAGEN DE REFERENCIA","PROVEEDOR","VALIDAR COSTO?","CONTRATAR APARTE?","COTIZACION LINK","EXENTO IVA?"
"MAIN EVENT","LIVING SPACE (CAFETERIA)","BOOTHS/STANDS","BOOTH ESEN","","","NO","SI","1","UNIDAD","NO","1","195","195","SI","SI","0","195","25.35","220.35","A2 - AURORA 360","","AURORA 360","NO","NO","https://drive.google.com/file/d/1lnFJ0911-iRZCkgv6HoYI6zSvt016T90/view","NO"
"MAIN EVENT","LIVING SPACE (CAFETERIA)","BOOTHS/STANDS","BOOTH ANIA","","","NO","SI","1","UNIDAD","NO","1","195","195","SI","SI","0","195","25.35","220.35","A2 - AURORA 360","","AURORA 360","NO","NO","https://drive.google.com/file/d/1lnFJ0911-iRZCkgv6HoYI6zSvt016T90/view","NO"
"MAIN EVENT","LIVING SPACE (CAFETERIA)","BOOTHS/STANDS","EXTRA BOOTHS TBD...","","","NO","NO","TBD","","","","0","0","NO","NO","0","0","0","0","","","","NO","NO","","NO"
"MAIN EVENT","LIVING SPACE (CAFETERIA)","INTERNET","RED DE INTERNET PARA ASISTENTES DEL EVENTO","","","NO","NO","1","SERVICIO","NO","1","0","0","NO","NO","0","0","0","0","PENDING","","","NO","NO","","NO"
"MAIN EVENT","LIVING SPACE (TERRAZA)","MOBILIARIO","JUEGOS MESAS Y SILLAS BAJAS METALICOS EN TERRAZA AL AIRE LIBRE ESEN","","","SI","NO","20","UNIDAD","SI","2","0","0","NO","NO","0","0","0","0","PROVEE ESEN","","ESEN","NO","NO","","NO"
"MAIN EVENT","LIVING SPACE (TERRAZA)","MOBILIARIO","JUEGOS BAJOS METAL INTERNOS (SOLO MESAS) ESEN SIN MANTEL","","","SI","NO","18","UNIDAD","SI","2","0","0","NO","NO","0","0","0","0","PROVEE ESEN","","ESEN","NO","NO","","NO"
"MAIN EVENT","LIVING SPACE (TERRAZA)","MOBILIARIO","SILLAS NEGRAS ESEN PARA MESA METAL ESEN SIN MANTEL","","","SI","NO","72","UNIDAD","SI","2","0","0","NO","NO","0","0","0","0","PROVEE ESEN","","ESEN","NO","NO","","NO"
"MAIN EVENT","LIVING SPACE (TERRAZA)","ILUMINACION","ILUMINACION PARADES PLANTAS/AMBIENTE TERRAZA","","","NO","NO","12","UNIDAD","SI","2","25","600","NO","NO","0","600","78","678","A6 ON TIME SOLUTIONS CAMILA CRUZ.pdf","","ON TIME SOLUTIONS","NO","NO","https://drive.google.com/file/d/1Wx49rd5OpxtK-tTj72mIuFJnPGoBG8Qj/view","NO"
"MAIN EVENT","LIVING SPACE (TERRAZA)","MOBILIARIO","SEGUNDA BARRA DE BEBIDAS TIPO O/U/ISLA","","","NO","NO","1","UNIDAD","SI","2","350","700","NO","NO","0","700","91","791","","","","NO","NO","","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","MOBILIARIO","MESA LIFETIMES DE 1.80 X 0.85 M (ZONA DE ALMACENAMIENTO DE ALIMENTOS)","","","NO","NO","8","UNIDAD","SI","2","3","48","NO","NO","0","48","6.24","54.24","A4","","ALQUILERES EXPRESS","NO","NO","https://drive.google.com/file/d/1naOQex6vwh7_3M5kqpQdA6KqNa_5QJeJ/view","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","MOBILIARIO","MANTEL PARA SERVICIO DE ALIMENTOS","","MANTELERIA SE MANDARA HACER PARA OBVIAR COSTOS ALTOS DE ALQUILER DE MANTELES.","NO","NO","8","UNIDAD","SI","2","3","48","NO","NO","0","48","6.24","54.24","A4","","ALQUILERES EXPRESS","NO","NO","https://drive.google.com/file/d/1naOQex6vwh7_3M5kqpQdA6KqNa_5QJeJ/view","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","MOBILIARIO","BARRAS PARA ZONA DE ALIMENTOS 2M LARGO X 1.40M ALTURA X 0.40 PROFUNDIDAD CON BRANDING FRONTAL (REPISAS Y LUZ PARA LA NOCHE)","","ESTAS BARRAS SE UTILIZARÁN PARA MONTAR LOS COFFE BREAKS TAMBIEN","NO","SI","2","UNIDAD","SI","2","245","980","SI","SI","0","980","127.4","1107.4","A2 - AURORA 360","","AURORA 360","SI","SI","https://drive.google.com/file/d/1lnFJ0911-iRZCkgv6HoYI6zSvt016T90/view","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","ELECTRICO","2 TOMAS 110","","","NO","NO","1","UNIDAD","NO","1","99.99","99.99","NO","NO","0","99.99","12.9987","112.9887","","","","NO","NO","","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","EQUIPO","PERCOLADORA DE CAFE","","","NO","NO","1","UNIDAD","NO","1","177.99","177.99","NO","NO","0","177.99","23.138700000000004","201.1287","","","","NO","NO","","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","EQUIPO","HIELERAS","","","NO","NO","4","UNIDAD","NO","1","125","500","NO","NO","0","500","65","565","","","","NO","NO","","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","EQUIPO","MENAJE DESECHABLE","","","NO","NO","1","PAQUETE","NO","1","200","200","NO","NO","0","200","26","226","","","","NO","NO","","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","EQUIPO","MENAJE & SUMINISTROS OPERATIVOS","","","NO","NO","1","PAQUETE","NO","1","350","350","NO","NO","0","350","45.5","395.5","","","","NO","NO","","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","EQUIPO","BANDEJAS","","","SI","NO","20","UNIDAD","SI","2","0","0","NO","NO","0","0","0","0","","","","NO","NO","","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","STAFF","FOOD & BEVERAGE SERVICE STAFF","","","NO","NO","15","PERSONA","SI","2","125","3750","NO","NO","0","3750","487.5","4237.5","MONTIEL - Camila Cruz.pdf","","MONTIEL","SI","SI","https://drive.google.com/file/d/1sVDQeYsEq8t-amYUo2h7Id29fsrHKgmP/view?usp=sharing","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","CATERING","ANDIAN - LUNCH AND COFFEE BREAKS [DIA 1 & 2 - TRANSPORTE E IVA INC.] (QUOTATION BASED ON 400 PEOPLE)","","","NO","NO","1","SERVICIO","NO","1","27205.63","27205.63","NO","NO","0","27205.63","3536.7319","30742.3619","ANDIAN - 2026.pdf","","ANDIAN","NO","NO","https://drive.google.com/file/d/1Vb-KO2lranR5oCYtMsJiwun4GV-8zik5/view?usp=sharing","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","CATERING","DELIBANQUETES - BOCAS COCTEL [DIA 1 & 2 - TRANSPORTE E IVA NO INC.] (QUOTATION BASED ON 400 PEOPLE)","","","NO","NO","1","SERVICIO","NO","1","17725","17725","NO","NO","0","17725","2304.25","20029.25","C2 LABB, CAMILA CRUZ, COCTEL SOLO ENTREGA, NOVIEMBRE 1.pdf","","DELIBANQUETES","NO","NO","https://drive.google.com/file/d/1HXloUVaR7oxKdRdIDueXn5oYyctqo8p5/view?usp=sharing","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","CATERING","BEBIDAS NO ALCOHOLICAS [DIA 1 & 2 - TRANSPORTE E IVA NO INC.]","","","NO","NO","1","PAQUETE","NO","1","800","800","NO","NO","0","800","104","904","","","PRICESMART","NO","NO","","NO"
"MAIN EVENT","ZONA DE ALIMENTOS @ PING PONG ROOM","CATERING","AGUA EMBOTELLADA [DIA 1 & 2 - TRANSPORTE E IVA NO INC.]","","","NO","NO","1","PAQUETE","NO","1","300","300","NO","NO","0","300","39","339","","","PRICESMART","NO","NO","","NO"
"MAIN EVENT","ESTACION DE CAFE","CATERING","ESTACION DE CAFE PERMANENTE [DIA 1 & 2 - TRANSPORTE E IVA NO INC.]","","","NO","NO","1","PAQUETE","NO","1","200","200","NO","NO","0","200","26","226","","","","NO","NO","","NO"
"MAIN EVENT","ESTACION DE CAFE","EQUIPO","PERCOLADORAS DE CAFE","","","NO","NO","2","UNIDAD","NO","1","177.99","355.98","NO","NO","0","355.98","46.27740000000001","402.2574","","","","NO","NO","","NO"
"MAIN EVENT","ESTACION DE CAFE","ELECTRICO","2 TOMAS 110","","","NO","NO","1","SERVICIO","NO","1","99.99","99.99","NO","NO","0","99.99","12.9987","112.9887","","","","NO","NO","","NO"
"MAIN EVENT","ESTACION DE CAFE","MOBILIARIO","MESA LIFETIMES DE 1.80 X 0.85 M","","","NO","NO","2","UNIDAD","SI","2","3","12","NO","NO","0","12","1.56","13.56","A4","","ALQUILERES EXPRESS","NO","NO","https://drive.google.com/file/d/1naOQex6vwh7_3M5kqpQdA6KqNa_5QJeJ/view","NO"
"MAIN EVENT","ESTACION DE CAFE","MOBILIARIO","MANTELES CON FALDON","","MANTELERIA SE MANDARA HACER PARA OBVIAR COSTOS ALTOS DE ALQUILER DE MANTELES.","NO","NO","10","UNIDAD","SI","2","10","200","NO","NO","0","200","26","226","","","","NO","NO","","NO"
"MAIN EVENT","ESTACION DE CAFE","EQUIPO","MENAJE DESECHABLE","","","NO","NO","1","PAQUETE","NO","1","200","200","NO","NO","0","200","26","226","","","","NO","NO","","NO"
"MAIN EVENT","ESTACION DE CAFE","EQUIPO","MENAJE & SUMINISTROS OPERATIVOS","","","NO","NO","1","PAQUETE","NO","1","350","350","NO","NO","0","350","45.5","395.5","","","","NO","NO","","NO"
"MAIN EVENT","PRESS/SPEAKER ROOM","MOBILIARIO","JUEGOS DE MESAS Y SILLAS (2 MESAS + 6 SILLAS) ESEN","","","SI","NO","5","JUEGOS","SI","2","0","0","NO","NO","0","0","0","0","PROVEE ESEN","","ESEN","NO","NO","","NO"
"MAIN EVENT","PRESS/SPEAKER ROOM","MOBILIARIO","SILLONES EJECUTIVOS AMARILLOS (ESEN)","","","NO","NO","1","UNIDAD","SI","2","0","0","NO","NO","0","0","0","0","PROVEE ESEN","","ESEN","NO","NO","","NO"
"MAIN EVENT","PRESS/SPEAKER ROOM","PRODUCCIÓN Y MONTAJE","CUBO ACRILICO PARA DECORACIÓN DE 45X45 CM","","","NO","SI","3","UNIDAD","SI","2","25","150","SI","NO","30","180","23.400000000000002","203.4","A7","","AIRSTAR","SI","SI","https://drive.google.com/file/d/1TB1cjYWRBrdk_frKAkq-bBvzCTXXVk93/view?usp=drive_link","NO"
"MAIN EVENT","PRESS/SPEAKER ROOM","PRODUCCIÓN Y MONTAJE","CUBO ACRILICO PARA DECORACIÓN DE 20X20 CM","","","NO","SI","1","UNIDAD","SI","2","15","30","SI","NO","6","36","4.68","40.68","A7","","AIRSTAR","SI","SI","https://drive.google.com/file/d/1TB1cjYWRBrdk_frKAkq-bBvzCTXXVk93/view?usp=drive_link","NO"
"MAIN EVENT","PRESS/SPEAKER ROOM","PRODUCCIÓN Y MONTAJE","BACKING DE ENTREVISTAS 3M x 2.40M","","","NO","SI","1","UNIDAD","SI","2","300","600","SI","SI","0","600","78","678","A2 - AURORA 360","","AURORA 360","SI","SI","https://drive.google.com/file/d/1lnFJ0911-iRZCkgv6HoYI6zSvt016T90/view","NO"
"","","","ESEN IT ASSISTANT","","","NO","NO","1","PERSONA","SI","2","0","0","NO","NO","0","0","0","0","PROVEE ESEN","","ESEN","NO","NO","","NO"
"MAIN EVENT","REPLAY ROOM 1","VOLUNTARIOS","DOOR HANDLERS","","","SI","NO","2","PERSONA","SI","2","0","0","NO","NO","0","0","0","0","VOLUNTARIO","","C2 LABS","NO","NO","","NO"
"MAIN EVENT","REPLAY ROOM 2","VOLUNTARIOS","REPLAY ROOM ASSISTANT","","","SI","NO","1","PERSONA","SI","2","0","0","NO","NO","0","0","0","0","VOLUNTARIO","","C2 LABS","NO","NO","","NO"
"MAIN EVENT","REPLAY ROOM 3","INTERNET","RED DE INTERNET PARA REPLAY ROOMS (ESEN)","","","NO","NO","1","SERVICIO","NO","1","0","0","NO","NO","0","0","0","0","PROVEE ESEN","","ESEN","NO","NO","","NO"
"MAIN EVENT","REPLAY ROOM 4","INTERNET","RED DE INTERNET PARA FALLBACK DE REPLAY ROOMS","","","NO","NO","1","SERVICIO","NO","1","0","0","NO","NO","0","0","0","0","","","","NO","NO","","NO"
"MAIN EVENT","REPLAY ROOM 2","VOLUNTARIOS","DOOR HANDLERS","","","SI","NO","2","PERSONA","SI","2","0","0","NO","NO","0","0","0","0","VOLUNTARIO","","C2 LABS","NO","NO","","NO"
"MAIN EVENT","REPLAY ROOM 2","STAFF","ESEN IT ASSISTANT","","","SI","NO","1","PERSONA","SI","2","0","0","NO","NO","0","0","0","0","PROVEE ESEN","","ESEN","NO","NO","","NO"
"","","","REPLAY ROOM ASSISTANT","","","NO","NO","1","PERSONA","SI","2","0","0","NO","NO","0","0","0","0","VOLUNTARIO","","C2 LABS","NO","NO","","NO"
"MAIN EVENT","SHORT FORM EXPERIENCE ROOM","FUN CAPITAL STAFF","SCANNING STAFF","","","NO","NO","2","PERSONA","SI","2","30","120","NO","NO","0","120","15.600000000000001","135.6","PROPUESTA DE VALOR FUN CAPITAL CAMILA.pdf","","FUN CAPITAL","NO","NO","https://drive.google.com/file/d/1qEZF5SMpdzAlxZ6Ounf4x2wmZWhtWROd/view?usp=sharing","NO"
"MAIN EVENT","WASTE MANAGEMENT & GENERAL CLEANING","WASTE MANAGEMENT","BASURERO REDONDO RUBBERMAID CAPACIDAD 55 GALONES.","","","NO","NO","4","UNIDAD","NO","1","25","100","NO","NO","0","100","13","113","","","","NO","NO","","NO"
"MAIN EVENT","WASTE MANAGEMENT & GENERAL CLEANING","WASTE MANAGEMENT","BOLSAS DE BASURA 55 GALONES","","","NO","NO","5","UNIDAD","NO","1","19.49","97.44999999999999","NO","NO","0","97.44999999999999","12.668499999999998","110.11849999999998","","","","NO","NO","","NO"
"MAIN EVENT","WASTE MANAGEMENT & GENERAL CLEANING","STAFF","PERSONAL DE LIMPIEZA BAÑOS ESEN","","","SI","NO","5","PERSONA","SI","2","0","0","NO","NO","0","0","0","0","PROVEE ESEN","","ESEN","NO","NO","","NO"
"MAIN EVENT","WASTE MANAGEMENT & GENERAL CLEANING","STAFF","AUXILIAR DE LIMPIEZA","","","NO","NO","2","PERSONA","SI","2","20","80","NO","NO","0","80","10.4","90.4","","","","NO","NO","","NO"
"MAIN EVENT","TRANSPORTE DE EQUIPO Y/O ELEMENTOS DE PRODUCCIÓN & MONTAJE","TRANSPORTE MOBILIARIO Y EQUIPO","CUBOS ACRILICOS","","","NO","SI","1","SERVICIO","NO","1","45","45","SI","NO","9","54","7.0200000000000005","61.02","A7","","AIRSTAR","SI","SI","https://drive.google.com/file/d/1TB1cjYWRBrdk_frKAkq-bBvzCTXXVk93/view","NO"
"MAIN EVENT","TRANSPORTE DE EQUIPO Y/O ELEMENTOS DE PRODUCCIÓN & MONTAJE","TRANSPORTE MOBILIARIO Y EQUIPO","MESAS, SILLAS Y MANTELES","","MANTELERIA SE MANDARA HACER PARA OBVIAR COSTOS ALTOS DE ALQUILER DE MANTELES.","NO","SI","1","SERVICIO","NO","1","90","90","SI","NO","18","108","14.040000000000001","122.04","A4","","ALQUILERES EXPRESS","NO","NO","https://drive.google.com/file/d/1naOQex6vwh7_3M5kqpQdA6KqNa_5QJeJ/view","NO"
